Date,BTC-Open,BTC-High,BTC-Low,BTC-Close,BTC-Adj Close,BTC-Volume,ETH-Open,ETH-High,ETH-Low,ETH-Close,ETH-Adj Close,ETH-Volume,DOGE-Open,DOGE-High,DOGE-Low,DOGE-Close,DOGE-Adj Close,DOGE-Volume,S&P-Price,S&P-Open,S&P-High,S&P-Low,NASDAQ-Price,NASDAQ-Open,NASDAQ-High,NASDAQ-Low,NASDAQ-Vol.,DOW-Price,DOW-Open,DOW-High,DOW-Low,DOW-Vol.,GOLD-Price,GOLD-Open,GOLD-High,GOLD-Low,OIL-Price,OIL-Open,OIL-High,OIL-Low
3/12/2020,7913.616211,7929.116211,4860.354004,4970.788086,4970.788086,53980357243,194.738922,195.147934,111.210709,112.347122,112.347122,22134741655,0.002183,0.002188,0.001535,0.001537,0.001537,167892774,"2,480.60","2,630.90","2,660.90","2,478.90","7,201.80","7,398.58","7,712.33","7,194.67",1340000000,"21,200.62","22,184.71","22,837.95","21,154.46",911770000,"1,590.30","1,633.10","1,651.00","1,560.40",31.5,33.07,33.63,30.02
3/13/2020,5017.831055,5838.114746,4106.980957,5563.707031,5563.707031,74156772075,112.689995,137.429535,95.184303,133.201813,133.201813,27864623061,0.00154,0.001799,0.001247,0.001738,0.001738,218676976,"2,711.00","2,570.00","2,711.30","2,492.40","7,874.88","7,610.39","7,875.93","7,219.09",1250000000,"23,185.62","21,973.82","23,189.76","21,285.37",843080000,"1,516.70","1,582.70","1,597.90","1,504.00",31.73,30.77,33.87,30.33
3/14/2020,5573.077637,5625.226563,5125.069336,5200.366211,5200.366211,36154506008,133.582474,134.484375,122.414474,123.306023,123.306023,12740784545,0.001737,0.001784,0.00164,0.001666,0.001666,113389101,"2,711.00","2,570.00","2,711.30","2,492.40","7,874.88","7,610.39","7,875.93","7,219.09",1250000000,"23,185.62","21,973.82","23,189.76","21,285.37",843080000,"1,516.70","1,582.70","1,597.90","1,504.00",31.73,30.77,33.87,30.33
3/15/2020,5201.066895,5836.64502,5169.283203,5392.314941,5392.314941,33997889639,123.246063,132.242142,121.853653,125.214302,125.214302,12719251813,0.001664,0.001819,0.001655,0.001685,0.001685,119811060,"2,711.00","2,570.00","2,711.30","2,492.40","7,874.88","7,610.39","7,875.93","7,219.09",1250000000,"23,185.62","21,973.82","23,189.76","21,285.37",843080000,"1,516.70","1,582.70","1,597.90","1,504.00",31.73,30.77,33.87,30.33
3/16/2020,5385.229492,5385.229492,4575.35791,5014.47998,5014.47998,45368026430,124.996117,124.996117,105.17144,110.605873,110.605873,15984904590,0.001684,0.001699,0.001453,0.001587,0.001587,134329668,"2,386.10","2,508.60","2,563.00","2,380.90","6,904.59","7,392.73","7,422.20","6,882.86",1270000000,"20,188.52","20,917.53","21,768.28","20,116.46",775910000,"1,486.50","1,563.80","1,574.80","1,450.90",28.7,33.75,33.75,28.1
3/17/2020,5002.578125,5371.348633,4981.90918,5225.629395,5225.629395,38622642935,110.406784,118.988281,110.406784,113.942749,113.942749,12087490572,0.001591,0.001677,0.001558,0.001587,0.001587,102697604,"2,529.20","2,425.70","2,553.90","2,367.00","7,334.78","6,904.59","7,406.23","6,828.91",1290000000,"21,237.38","20,487.05","21,379.35","19,882.26",795840000,"1,525.80","1,512.80","1,554.30","1,465.60",26.95,28.69,30.3,26.63
3/18/2020,5227.11377,5331.833984,5069.335938,5238.438477,5238.438477,37878801016,113.857643,116.021622,111.743111,114.84227,114.84227,11617854009,0.00159,0.001612,0.001552,0.001566,0.001566,102196814,"2,398.10","2,436.50","2,453.60","2,280.50","6,989.84","6,902.32","7,182.83","6,686.36",1260000000,"19,898.92","20,188.69","20,489.33","18,917.46",874090000,"1,477.90","1,527.60","1,547.00","1,473.30",20.37,26.94,27.22,20.06
3/19/2020,5245.416504,6329.73584,5236.96875,6191.192871,6191.192871,51000731797,114.839828,140.527725,114.732864,136.593857,136.593857,16396753275,0.001566,0.001844,0.001562,0.001773,0.001773,251888350,"2,409.40","2,393.50","2,467.00","2,319.80","7,150.58","6,996.45","7,341.38","6,858.38",1190000000,"20,087.19","19,830.01","20,442.63","19,177.13",795800000,"1,479.30","1,487.20","1,502.80","1,460.10",25.22,22.3,27.71,21.36
3/20/2020,6191.653809,6844.261719,5865.781738,6198.77832,6198.77832,54442976103,136.649277,150.853806,122.605659,132.737167,132.737167,18960388062,0.001771,0.001931,0.001679,0.001773,0.001773,188170528,"2,304.90","2,431.90","2,453.00","2,295.60","6,879.52","7,248.07","7,354.44","6,854.67",1640000000,"19,173.98","20,253.15","20,531.26","19,094.27",872290000,"1,484.60","1,471.60","1,519.40","1,457.50",22.43,24.73,27.89,19.46
3/21/2020,6206.521484,6378.135254,5932.823242,6185.066406,6185.066406,42494390880,133.101761,135.972412,127.163757,132.81871,132.81871,13684083308,0.001771,0.001851,0.001693,0.001785,0.001785,166141811,"2,304.90","2,431.90","2,453.00","2,295.60","6,879.52","7,248.07","7,354.44","6,854.67",1640000000,"19,173.98","20,253.15","20,531.26","19,094.27",872290000,"1,484.60","1,471.60","1,519.40","1,457.50",22.43,24.73,27.89,19.46
3/22/2020,6185.558105,6359.697266,5823.713867,5830.254883,5830.254883,40099664740,132.851135,136.151642,122.909332,123.321152,123.321152,12497707224,0.001785,0.001868,0.001719,0.001731,0.001731,161287088,"2,304.90","2,431.90","2,453.00","2,295.60","6,879.52","7,248.07","7,354.44","6,854.67",1640000000,"19,173.98","20,253.15","20,531.26","19,094.27",872290000,"1,484.60","1,471.60","1,519.40","1,457.50",22.43,24.73,27.89,19.46
3/23/2020,5831.374512,6443.93457,5785.004395,6416.314941,6416.314941,46491916000,123.365982,134.911606,121.867882,134.911606,134.911606,14149877968,0.001727,0.001817,0.001692,0.001805,0.001805,166551897,"2,237.40","2,290.70","2,300.70","2,191.90","6,860.67","6,847.28","6,984.94","6,631.42",1080000000,"18,591.93","19,028.36","19,121.01","18,213.65",801240000,"1,567.60","1,505.00","1,569.30","1,484.60",23.36,22.52,24.07,20.8
3/24/2020,6436.642578,6789.022949,6411.066406,6734.803711,6734.803711,48221910672,135.194138,141.948532,133.168777,138.761444,138.761444,14609068673,0.001805,0.001912,0.001799,0.001851,0.001851,177134005,"2,447.30","2,344.40","2,449.70","2,344.40","7,417.86","7,196.15","7,418.37","7,169.86",1150000000,"20,704.91","19,722.19","20,737.70","19,649.25",808470000,"1,660.80","1,563.80","1,698.00","1,560.50",24.01,23.87,25.16,23.09
3/25/2020,6738.716797,6892.51123,6536.92627,6681.062988,6681.062988,44590107888,138.914963,141.403793,134.30423,136.195892,136.195892,13433092920,0.001852,0.00189,0.001799,0.001834,0.001834,163367839,"2,475.60","2,457.80","2,571.40","2,407.50","7,384.30","7,421.36","7,671.21","7,276.40",1190000000,"21,200.55","21,050.34","22,019.93","20,538.34",803310000,"1,633.40","1,666.20","1,699.30","1,615.20",24.49,24.37,25.24,22.91
3/26/2020,6675.170898,6735.463867,6590.962891,6716.44043,6716.44043,35319797642,136.190674,138.830566,134.886032,138.361557,138.361557,11367261176,0.001833,0.001872,0.001827,0.001842,0.001842,162455890,"2,630.10","2,501.30","2,637.00","2,500.70","7,797.54","7,462.21","7,809.82","7,462.21",1010000000,"22,552.17","21,468.38","22,595.06","21,427.10",713730000,"1,651.20","1,642.50","1,672.50","1,611.00",22.6,24.25,24.65,22.38
3/27/2020,6719.38916,6793.836426,6466.70166,6469.79834,6469.79834,34585598367,138.369934,139.902695,133.937943,133.937943,133.937943,11396286629,0.001843,0.001868,0.001804,0.001807,0.001807,166326062,"2,541.50","2,555.90","2,615.90","2,520.00","7,502.38","7,554.25","7,716.24","7,491.14",1000000000,"21,636.78","21,898.47","22,327.57","21,469.27",591330000,"1,654.10","1,653.40","1,661.00","1,630.70",21.51,23.29,23.44,20.88
3/28/2020,6467.253906,6467.500977,6117.837891,6242.193848,6242.193848,34885225901,134.032745,134.032745,126.962189,130.986496,130.986496,12162403960,0.001805,0.001808,0.001716,0.001778,0.001778,169979142,"2,541.50","2,555.90","2,615.90","2,520.00","7,502.38","7,554.25","7,716.24","7,491.14",1000000000,"21,636.78","21,898.47","22,327.57","21,469.27",591330000,"1,654.10","1,653.40","1,661.00","1,630.70",21.51,23.29,23.44,20.88
3/29/2020,6245.624512,6250.467285,5920.085938,5922.042969,5922.042969,28373690931,131.015335,131.174088,125.45005,125.583733,125.583733,9938133669,0.001777,0.001805,0.001717,0.001723,0.001723,156619235,"2,541.50","2,555.90","2,615.90","2,520.00","7,502.38","7,554.25","7,716.24","7,491.14",1000000000,"21,636.78","21,898.47","22,327.57","21,469.27",591330000,"1,654.10","1,653.40","1,661.00","1,630.70",21.51,23.29,23.44,20.88
3/30/2020,5925.538574,6517.195801,5903.234375,6429.841797,6429.841797,37101651525,125.577896,133.911469,125.28968,132.904541,132.904541,11841123306,0.001723,0.001868,0.001717,0.001831,0.001831,163244392,"2,626.70","2,559.00","2,631.80","2,545.30","7,774.15","7,583.46","7,784.35","7,539.97",926450000,"22,327.48","21,678.22","22,378.09","21,522.08",546850000,"1,643.20","1,663.40","1,673.60","1,632.00",20.09,20.93,20.93,19.27
3/31/2020,6430.606445,6504.515137,6374.162109,6438.644531,6438.644531,32786468812,132.820923,134.274139,131.652893,133.593567,133.593567,11065246317,0.001851,0.001851,0.001805,0.001811,0.001811,156195510,"2,584.60","2,614.70","2,641.40","2,571.20","7,700.10","7,740.06","7,880.31","7,642.86",1100000000,"21,917.16","22,208.42","22,480.37","21,852.08",573590000,"1,596.60","1,643.40","1,645.60","1,588.20",20.48,20.23,21.89,20.01
4/1/2020,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,133.61232,135.634552,129.730942,135.634552,135.634552,12456564435,0.001812,0.001867,0.001776,0.001867,0.001867,163418627,"2,470.50","2,498.10","2,522.80","2,447.50","7,360.58","7,459.50","7,566.37","7,301.98",914110000,"20,943.51","21,227.38","21,487.24","20,784.43",508310000,"1,591.40","1,589.40","1,612.40","1,576.00",20.31,20.1,21.55,19.9
4/2/2020,6606.776367,7088.247559,6595.918457,6793.624512,6793.624512,47660646124,135.732178,146.787094,135.732178,142.029144,142.029144,15322861686,0.001868,0.00194,0.00185,0.001882,0.001882,165879605,"2,526.90","2,458.50","2,533.20","2,455.80","7,487.31","7,317.45","7,501.70","7,307.95",912990000,"21,413.44","20,819.46","21,477.77","20,735.02",534670000,"1,637.70","1,602.40","1,645.60","1,595.20",25.32,21.22,27.39,20.76
4/3/2020,6797.396484,7003.220703,6673.335938,6733.387207,6733.387207,38976504903,142.110458,146.899872,139.619385,142.091309,142.091309,13184603402,0.001883,0.001916,0.001834,0.001853,0.001853,161121845,"2,488.70","2,514.90","2,538.20","2,460.00","7,373.08","7,477.27","7,518.72","7,288.11",836100000,"21,052.53","21,285.93","21,447.81","20,863.09",451620000,"1,645.70","1,635.30","1,652.80","1,624.40",28.34,24.81,29.13,23.52
4/4/2020,6738.382813,6878.953613,6696.484863,6867.527344,6867.527344,33185988584,142.215179,145.377304,140.121826,145.219391,145.219391,11946658257,0.001853,0.00191,0.001841,0.00188,0.00188,160849686,"2,488.70","2,514.90","2,538.20","2,460.00","7,373.08","7,477.27","7,518.72","7,288.11",836100000,"21,052.53","21,285.93","21,447.81","20,863.09",451620000,"1,645.70","1,635.30","1,652.80","1,624.40",28.34,24.81,29.13,23.52
4/5/2020,6862.537598,6883.414063,6715.929199,6791.129395,6791.129395,29510409856,145.261017,146.128525,142.102081,143.546646,143.546646,11280993591,0.00188,0.001909,0.001847,0.001865,0.001865,152557918,"2,488.70","2,514.90","2,538.20","2,460.00","7,373.08","7,477.27","7,518.72","7,288.11",836100000,"21,052.53","21,285.93","21,447.81","20,863.09",451620000,"1,645.70","1,635.30","1,652.80","1,624.40",28.34,24.81,29.13,23.52
4/6/2020,6788.049805,7271.78125,6782.889648,7271.78125,7271.78125,46896904615,143.608215,169.272644,143.544601,169.13588,169.13588,21636382525,0.001866,0.001983,0.001852,0.00198,0.00198,173173223,"2,663.70","2,578.30","2,676.80","2,574.60","7,913.24","7,660.17","7,938.33","7,617.79",980150000,"22,679.99","21,693.63","22,783.45","21,693.63",614200000,"1,693.90","1,647.70","1,715.80","1,638.20",26.08,26.09,28.24,25.28
4/7/2020,7273.644043,7427.939453,7136.714355,7176.414551,7176.414551,44243482668,169.147446,175.204132,164.203323,165.101944,165.101944,21659346091,0.001972,0.00203,0.001934,0.001997,0.001997,129399793,"2,659.40","2,738.70","2,756.90","2,657.70","7,887.26","8,129.99","8,146.43","7,881.22",1000000000,"22,653.86","23,537.44","23,617.24","22,634.45",595870000,"1,683.70","1,707.10","1,742.60","1,672.00",23.63,26.34,27.24,23.54
4/8/2020,7179.283203,7356.223633,7153.305664,7334.098633,7334.098633,37563249549,165.240326,173.210266,164.493195,172.641739,172.641739,17063110836,0.001986,0.002044,0.00196,0.002012,0.002012,116283369,"2,750.00","2,685.00","2,760.80","2,663.30","8,090.90","7,975.72","8,114.43","7,901.94",838250000,"23,433.57","22,893.47","23,513.40","22,682.99",476090000,"1,684.30","1,678.70","1,695.80","1,670.70",25.09,24.3,26.45,23.74
4/9/2020,7337.966309,7341.448242,7179.094238,7302.089355,7302.089355,34815139178,172.761261,172.897781,167.987122,170.807144,170.807144,14901696210,0.002013,0.002033,0.001985,0.002021,0.002021,109954538,"2,789.80","2,777.00","2,818.60","2,762.40","8,153.57","8,169.01","8,227.91","8,072.32",925800000,"23,719.37","23,690.66","24,008.99","23,504.09",568720000,"1,752.80","1,680.50","1,754.50","1,676.50",22.76,26.28,28.36,22.57
4/10/2020,7303.81543,7303.81543,6802.475098,6865.493164,6865.493164,43622840992,170.829269,170.949768,154.914474,158.412445,158.412445,17980944616,0.002021,0.002023,0.001891,0.001968,0.001968,122108790,"2,789.80","2,777.00","2,818.60","2,762.40","8,153.57","8,169.01","8,227.91","8,072.32",925800000,"23,719.37","23,690.66","24,008.99","23,504.09",568720000,"1,752.80","1,680.50","1,754.50","1,676.50",22.76,26.28,28.36,22.57
4/11/2020,6867.44043,6926.069824,6789.920898,6859.083008,6859.083008,31222085946,158.538986,161.167572,155.29834,158.216019,158.216019,13555089447,0.001968,0.002004,0.001941,0.00199,0.00199,161367396,"2,789.80","2,777.00","2,818.60","2,762.40","8,153.57","8,169.01","8,227.91","8,072.32",925800000,"23,719.37","23,690.66","24,008.99","23,504.09",568720000,"1,752.80","1,680.50","1,754.50","1,676.50",22.76,26.28,28.36,22.57
4/12/2020,6858.067871,7119.947266,6811.078125,6971.091797,6971.091797,35759567632,158.232391,164.516953,156.320511,161.142426,161.142426,15123721386,0.001989,0.002009,0.001951,0.00199,0.00199,169892709,"2,789.80","2,777.00","2,818.60","2,762.40","8,153.57","8,169.01","8,227.91","8,072.32",925800000,"23,719.37","23,690.66","24,008.99","23,504.09",568720000,"1,752.80","1,680.50","1,754.50","1,676.50",22.76,26.28,28.36,22.57
4/13/2020,6965.616699,6965.616699,6668.259766,6845.037598,6845.037598,38619308647,160.720673,160.749695,151.614487,156.279556,156.279556,16465282133,0.00199,0.00199,0.001894,0.001959,0.001959,167357650,"2,761.60","2,782.50","2,782.50","2,721.20","8,192.42","8,127.69","8,200.44","8,035.95",761870000,"23,390.77","23,698.93","23,698.93","23,095.35",396560000,"1,761.40","1,742.30","1,772.80","1,724.20",22.41,24.6,24.74,22.03
4/14/2020,6843.281738,6958.557129,6793.821289,6842.427734,6842.427734,34110434052,156.355957,160.944275,155.865936,157.59639,157.59639,14723156630,0.001958,0.00198,0.001935,0.001964,0.001964,188937615,"2,846.10","2,805.10","2,851.80","2,805.10","8,515.74","8,353.21","8,531.11","8,338.08",849820000,"23,949.76","23,690.57","24,040.58","23,683.44",487960000,"1,768.90","1,761.50","1,788.80","1,747.10",20.11,22.36,23.08,19.95
4/15/2020,6845.561523,6928.664551,6633.402832,6642.109863,6642.109863,32288311031,157.565643,160.711121,152.802841,153.286896,153.286896,14171753737,0.001963,0.001975,0.001906,0.00194,0.00194,169903672,"2,783.40","2,795.60","2,801.90","2,761.50","8,393.18","8,355.96","8,464.66","8,308.79",794060000,"23,504.35","23,600.72","23,649.72","23,233.32",442150000,"1,740.20","1,758.10","1,759.80","1,731.60",19.87,20.72,20.89,19.2
4/16/2020,6640.454102,7134.450684,6555.504395,7116.804199,7116.804199,46783242377,153.200424,173.157272,150.359421,172.157379,172.157379,22910469236,0.001941,0.002029,0.001886,0.002028,0.002028,179859738,"2,799.60","2,799.30","2,806.50","2,764.30","8,532.36","8,479.11","8,560.16","8,393.27",919560000,"23,537.68","23,543.66","23,598.08","23,211.38",478620000,"1,731.70","1,743.50","1,768.00","1,722.60",19.87,20.15,20.53,19.42
4/17/2020,7116.552734,7167.183105,7050.332031,7096.18457,7096.18457,32513423567,172.279419,174.275909,169.751572,171.63858,171.63858,16714684266,0.002028,0.002029,0.001992,0.002013,0.002013,161550208,"2,874.60","2,842.40","2,879.20","2,830.90","8,650.14","8,667.48","8,670.30","8,531.69",1060000000,"24,242.49","23,817.15","24,264.21","23,817.15",530280000,"1,698.80","1,738.50","1,738.80","1,691.20",18.27,20,20.22,17.31
4/18/2020,7092.291504,7269.956543,7089.24707,7257.665039,7257.665039,32447188386,171.618073,187.940475,171.618073,186.914001,186.914001,20160323443,0.002013,0.002062,0.002007,0.002061,0.002061,168186509,"2,874.60","2,842.40","2,879.20","2,830.90","8,650.14","8,667.48","8,670.30","8,531.69",1060000000,"24,242.49","23,817.15","24,264.21","23,817.15",530280000,"1,698.80","1,738.50","1,738.80","1,691.20",18.27,20,20.22,17.31
4/19/2020,7260.922363,7280.521973,7167.054688,7189.424805,7189.424805,31311210215,186.861984,188.098923,180.120819,181.61496,181.61496,19146038381,0.00206,0.002073,0.002028,0.002058,0.002058,172576560,"2,874.60","2,842.40","2,879.20","2,830.90","8,650.14","8,667.48","8,670.30","8,531.69",1060000000,"24,242.49","23,817.15","24,264.21","23,817.15",530280000,"1,698.80","1,738.50","1,738.80","1,691.20",18.27,20,20.22,17.31
4/20/2020,7186.873535,7240.290527,6835.50293,6881.958496,6881.958496,37747113936,181.480225,186.083542,170.321274,172.297165,172.297165,21266681335,0.002058,0.002066,0.001962,0.001982,0.001982,169715146,"2,823.20","2,845.60","2,869.00","2,820.40","8,560.73","8,553.38","8,684.91","8,553.38",876310000,"23,650.44","24,095.10","24,108.69","23,627.19",427350000,"1,711.20","1,693.00","1,718.40","1,685.00",-37.63,17.73,17.85,-40.32
4/21/2020,6879.78418,6934.551758,6834.442383,6880.323242,6880.323242,32589741511,172.017715,175.178467,170.552841,172.737701,172.737701,16458767984,0.001982,0.002032,0.001952,0.001971,0.001971,163652750,"2,736.60","2,784.80","2,785.50","2,727.10","8,263.23","8,460.69","8,480.29","8,215.69",881560000,"23,018.88","23,365.25","23,365.25","22,941.88",487650000,"1,687.80","1,713.30","1,718.00","1,666.20",10.01,-14,13.86,-16.74
4/22/2020,6879.44043,7145.865723,6867.781738,7117.20752,7117.20752,33249153866,172.670395,183.751007,171.826599,182.599579,182.599579,17994666395,0.001971,0.002033,0.001964,0.002011,0.002011,163753943,"2,799.30","2,787.90","2,815.10","2,775.90","8,495.38","8,434.55","8,537.31","8,404.54",733430000,"23,475.82","23,437.34","23,613.10","23,339.60",356390000,"1,738.30","1,703.10","1,742.40","1,695.40",13.78,13.12,16.18,10.26
4/23/2020,7121.306152,7491.785156,7081.594727,7429.724609,7429.724609,43500782316,182.620178,189.088867,180.340652,185.028671,185.028671,21275740032,0.002011,0.002123,0.002005,0.002047,0.002047,179000350,"2,797.80","2,810.40","2,844.90","2,794.30","8,494.75","8,528.84","8,635.23","8,475.20",854520000,"23,515.26","23,543.09","23,885.36","23,483.35",393570000,"1,745.40","1,736.50","1,764.20","1,730.60",16.5,14.2,18.26,13.35
4/24/2020,7434.181641,7574.195801,7434.181641,7550.900879,7550.900879,34636526286,185.222107,190.210388,185.222107,189.236938,189.236938,16788555028,0.002047,0.002121,0.002042,0.002103,0.002103,209562151,"2,836.70","2,812.60","2,842.70","2,791.80","8,634.52","8,530.08","8,642.93","8,464.42",797880000,"23,775.27","23,628.24","23,826.00","23,417.68",379310000,"1,735.60","1,753.00","1,760.20","1,725.40",16.94,16.78,17.97,15.64
4/25/2020,7550.48291,7641.36377,7521.672363,7569.936035,7569.936035,32941541447,189.207397,196.792374,188.459534,195.515305,195.515305,18260969748,0.002102,0.002146,0.002087,0.002142,0.002142,229810398,"2,836.70","2,812.60","2,842.70","2,791.80","8,634.52","8,530.08","8,642.93","8,464.42",797880000,"23,775.27","23,628.24","23,826.00","23,417.68",379310000,"1,735.60","1,753.00","1,760.20","1,725.40",16.94,16.78,17.97,15.64
4/26/2020,7570.13916,7700.594238,7561.407715,7679.867188,7679.867188,33070154491,195.413589,199.344971,194.768066,197.317535,197.317535,18335367012,0.002141,0.002444,0.002136,0.002409,0.002409,287859775,"2,836.70","2,812.60","2,842.70","2,791.80","8,634.52","8,530.08","8,642.93","8,464.42",797880000,"23,775.27","23,628.24","23,826.00","23,417.68",379310000,"1,735.60","1,753.00","1,760.20","1,725.40",16.94,16.78,17.97,15.64
4/27/2020,7679.418945,7795.601074,7679.418945,7795.601074,7795.601074,36162144725,197.475723,199.552795,193.454163,197.224716,197.224716,18670194595,0.00241,0.002414,0.002308,0.002355,0.002355,276033020,"2,878.50","2,854.70","2,887.70","2,852.90","8,730.16","8,717.98","8,754.57","8,697.37",807920000,"24,133.78","23,866.15","24,207.65","23,840.61",391020000,"1,723.80","1,745.00","1,745.80","1,720.00",12.78,16.84,16.98,11.88
4/28/2020,7796.970215,7814.527344,7730.806641,7807.058594,7807.058594,33187959921,197.273514,198.786545,194.849426,198.41539,198.41539,18217507467,0.002354,0.002372,0.002322,0.002339,0.002339,254905520,"2,863.40","2,910.00","2,921.20","2,860.70","8,607.73","8,825.68","8,830.57","8,600.70",846780000,"24,101.55","24,357.17","24,512.24","24,031.20",405710000,"1,722.20","1,724.40","1,731.90","1,704.10",12.34,12.96,13.69,10.07
4/29/2020,7806.712402,8871.753906,7786.049316,8801.038086,8801.038086,60201052203,198.465195,218.454636,198.124512,216.968231,216.968231,26397548759,0.002339,0.002542,0.002331,0.002517,0.002517,295698249,"2,939.50","2,918.50","2,954.90","2,912.20","8,914.71","8,802.70","8,957.26","8,765.01",1030000000,"24,633.86","24,490.37","24,764.77","24,453.99",462480000,"1,713.40","1,724.80","1,733.50","1,708.20",15.06,13.35,16.78,12.67
4/30/2020,8797.669922,9440.650391,8533.255859,8658.553711,8658.553711,66964629541,216.909134,227.529694,206.43692,207.602051,207.602051,28089191904,0.002517,0.002689,0.002392,0.002443,0.002443,298563815,"2,912.40","2,930.90","2,930.90","2,892.50","8,889.55","8,911.01","8,926.11","8,825.83",1130000000,"24,345.72","24,585.57","24,585.57","24,186.90",487840000,"1,694.20","1,729.60","1,737.00","1,687.50",18.84,15.64,19.44,15.45
5/1/2020,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,207.901733,217.628021,207.780884,214.219101,214.219101,20816320834,0.002444,0.002559,0.002441,0.002494,0.002494,282886977,"2,830.70","2,869.10","2,869.10","2,821.60","8,604.95","8,681.29","8,754.46","8,566.84",868790000,"23,723.69","24,120.78","24,120.78","23,645.30",421590000,"1,700.90","1,693.50","1,714.40","1,676.00",19.78,19.04,20.48,18.07
5/2/2020,8869.057617,9007.1875,8811.366211,8988.59668,8988.59668,40134388683,214.230087,215.847534,212.878677,215.325378,215.325378,18260876092,0.002495,0.002553,0.002473,0.002549,0.002549,269155283,"2,830.70","2,869.10","2,869.10","2,821.60","8,604.95","8,681.29","8,754.46","8,566.84",868790000,"23,723.69","24,120.78","24,120.78","23,645.30",421590000,"1,700.90","1,693.50","1,714.40","1,676.00",19.78,19.04,20.48,18.07
5/3/2020,8983.614258,9167.78125,8830.97168,8897.46875,8897.46875,47101785174,215.352066,219.270874,208.692368,210.933151,210.933151,20469034664,0.002548,0.002583,0.00248,0.00251,0.00251,265156925,"2,830.70","2,869.10","2,869.10","2,821.60","8,604.95","8,681.29","8,754.46","8,566.84",868790000,"23,723.69","24,120.78","24,120.78","23,645.30",421590000,"1,700.90","1,693.50","1,714.40","1,676.00",19.78,19.04,20.48,18.07
5/4/2020,8895.745117,8956.90625,8645.024414,8912.654297,8912.654297,45718796276,210.890854,211.828384,199.047729,208.174011,208.174011,22602446422,0.002511,0.002519,0.002389,0.002481,0.002481,261454253,"2,842.70","2,815.00","2,844.20","2,797.80","8,710.72","8,555.32","8,715.82","8,537.83",806280000,"23,749.76","23,581.55","23,769.56","23,361.16",358390000,"1,713.30","1,711.20","1,726.00","1,700.30",20.39,19.11,21.42,18.05
5/5/2020,8912.832031,9062.415039,8856.827148,9003.070313,9003.070313,43148462663,208.013,211.778625,204.031128,206.774399,206.774399,19004689099,0.002481,0.002521,0.002449,0.002484,0.002484,245861118,"2,868.40","2,868.90","2,898.20","2,863.60","8,809.12","8,809.66","8,909.96","8,781.31",834180000,"23,883.09","23,958.88","24,169.72","23,868.91",374490000,"1,710.60","1,711.00","1,717.80","1,695.40",24.56,21.24,25.49,21.13
5/6/2020,9007.441406,9411.467773,8966.706055,9268.761719,9268.761719,49371886931,206.481354,211.534622,204.040878,204.055786,204.055786,20343543799,0.002483,0.002583,0.002473,0.002529,0.002529,251393346,"2,848.40","2,883.10","2,891.10","2,847.70","8,854.39","8,874.70","8,933.25","8,819.37",782810000,"23,664.64","23,978.88","24,054.59","23,661.14",379910000,"1,688.50","1,714.10","1,716.60","1,683.00",23.99,25.52,26.08,22.58
5/7/2020,9261.895508,9992.664063,9138.322266,9951.518555,9951.518555,61112700562,203.912857,214.392471,202.074844,212.289413,212.289413,23594744655,0.002518,0.002678,0.002479,0.002664,0.002664,284491226,"2,881.20","2,878.30","2,901.90","2,876.50","8,979.66","8,973.78","9,015.99","8,932.85",831290000,"23,875.89","23,837.21","24,094.62","23,834.39",371680000,"1,725.80","1,686.00","1,733.20","1,683.90",23.55,24.09,26.74,22.94
5/8/2020,9936.162109,9996.743164,9767.172852,9842.666016,9842.666016,51780748042,212.198242,216.327682,208.830734,212.991577,212.991577,20445139356,0.002659,0.002672,0.002594,0.002625,0.002625,291757355,"2,929.80","2,908.80","2,932.20","2,902.90","9,121.32","9,056.89","9,125.98","9,018.21",824610000,"24,331.32","24,107.82","24,349.90","24,107.05",337340000,"1,713.90","1,727.20","1,735.50","1,703.10",24.74,23.35,24.99,23.26
5/9/2020,9840.90625,9913.863281,9580.644531,9593.896484,9593.896484,46566121841,213.142166,214.73912,209.071518,211.600128,211.600128,18950547549,0.002622,0.002634,0.002565,0.002613,0.002613,294993696,"2,929.80","2,908.80","2,932.20","2,902.90","9,121.32","9,056.89","9,125.98","9,018.21",824610000,"24,331.32","24,107.82","24,349.90","24,107.05",337340000,"1,713.90","1,727.20","1,735.50","1,703.10",24.74,23.35,24.99,23.26
5/10/2020,9591.168945,9595.581055,8395.107422,8756.430664,8756.430664,63325279337,211.5522,211.5522,182.711166,188.599564,188.599564,25211575193,0.002611,0.002613,0.00236,0.002459,0.002459,290801097,"2,929.80","2,908.80","2,932.20","2,902.90","9,121.32","9,056.89","9,125.98","9,018.21",824610000,"24,331.32","24,107.82","24,349.90","24,107.05",337340000,"1,713.90","1,727.20","1,735.50","1,703.10",24.74,23.35,24.99,23.26
5/11/2020,8755.535156,9033.470703,8374.323242,8601.795898,8601.795898,57119858802,188.632187,191.362335,180.718338,185.912842,185.912842,20054601647,0.002457,0.002512,0.002338,0.002413,0.002413,277646033,"2,930.30","2,915.50","2,944.20","2,903.40","9,192.34","9,054.91","9,241.92","9,053.17",878430000,"24,221.99","24,256.45","24,366.21","24,070.22",356510000,"1,698.00","1,706.00","1,713.80","1,692.10",24.14,24.49,25.58,23.67
