Date,BTC-Open,BTC-High,BTC-Low,BTC-Close,BTC-Adj Close,BTC-Volume,ETH-Open,ETH-High,ETH-Low,ETH-Close,ETH-Adj Close,ETH-Volume,DOGE-Open,DOGE-High,DOGE-Low,DOGE-Close,DOGE-Adj Close,DOGE-Volume,S&P-Price,S&P-Open,S&P-High,S&P-Low,NASDAQ-Price,NASDAQ-Open,NASDAQ-High,NASDAQ-Low,DOW-Price,DOW-Open,DOW-High,DOW-Low,GOLD-Price,GOLD-Open,GOLD-High,GOLD-Low,OIL-Price,OIL-Open,OIL-High,OIL-Low,Month,Day,Year
2020-09-11,10369.02832,10434.92285,10140.83691,10400.91504,10400.91504,45201121775.0,368.1185,376.630402,355.582581,374.695587,374.695587,27296269329,0.002805,0.002825,0.002742,0.002806,0.002806,134077501,3341.00,3352.70,3368.90,3310.50,10853.55,11010.07,11033.05,10728.03,27665.64,27613.86,27828.82,27448.15,1947.90,1953.80,1963.40,1944.00,37.33,37.01,37.82,36.67,9,11,2020
2020-09-12,10409.86133,10578.83789,10292.38672,10442.1709,10442.1709,36750077324.0,374.595398,387.538452,367.842194,387.183105,387.183105,13295405814,0.002802,0.002831,0.002781,0.002819,0.002819,117125272,3341.00,3352.70,3368.90,3310.50,10853.55,11010.07,11033.05,10728.03,27665.64,27613.86,27828.82,27448.15,1947.90,1953.80,1963.40,1944.00,37.33,37.01,37.82,36.67,9,12,2020
2020-09-13,10452.39941,10577.21484,10224.33008,10323.75586,10323.75586,36506852789.0,387.519287,388.959808,354.340179,365.570007,365.570007,15005899191,0.002819,0.002824,0.002746,0.002776,0.002776,124253232,3341.00,3352.70,3368.90,3310.50,10853.55,11010.07,11033.05,10728.03,27665.64,27613.86,27828.82,27448.15,1947.90,1953.80,1963.40,1944.00,37.33,37.01,37.82,36.67,9,13,2020
2020-09-14,10328.73438,10800.01074,10266.00879,10680.83789,10680.83789,35453581940.0,365.699585,384.485199,357.569763,377.26886,377.26886,17536695361,0.002776,0.002843,0.002742,0.002803,0.002803,128520946,3383.50,3363.60,3402.90,3363.60,11056.65,11010.14,11118.28,10982.26,27993.33,27718.74,28086.06,27718.74,1963.70,1948.90,1972.50,1945.20,37.26,37.32,37.68,36.82,9,14,2020
2020-09-15,10677.75488,10938.63184,10656.45996,10796.95117,10796.95117,32509451925.0,377.154022,381.508301,363.606812,364.839203,364.839203,16140584321,0.002799,0.002878,0.002785,0.002832,0.002832,100194174,3401.20,3407.70,3419.50,3389.20,11190.32,11193.96,11244.46,11127.98,27995.60,28139.76,28231.06,27931.45,1966.20,1966.20,1982.40,1955.60,38.28,37.28,38.57,37.06,9,15,2020
2020-09-16,10797.76172,11100.12402,10704.88477,10974.90527,10974.90527,30769986455.0,364.743988,372.767426,356.682739,365.812286,365.812286,16107612177,0.002831,0.002859,0.002791,0.002826,0.002826,148555505,3385.50,3411.20,3428.90,3384.40,11050.47,11222.08,11245.42,11046.43,28032.38,28031.69,28364.77,28021.67,1970.50,1961.40,1983.80,1957.20,40.16,38.35,40.34,38.35,9,16,2020
2020-09-17,10973.25195,11037.4209,10774.62793,10948.99023,10948.99023,38151810523.0,365.865784,393.901611,364.795135,389.019226,389.019226,19899531080,0.002824,0.002859,0.002781,0.002814,0.002814,161305349,3357.00,3346.90,3375.20,3328.80,10910.28,10796.05,10974.45,10783.81,27901.98,27834.18,28056.79,27647.93,1949.90,1967.60,1969.30,1938.20,40.97,40.19,41.22,39.42,9,17,2020
2020-09-18,10951.82031,11034.9082,10829.65723,10944.58594,10944.58594,26341903912.0,389.337494,391.904144,376.964996,384.364532,384.364532,14108357740,0.002814,0.002825,0.002749,0.002804,0.002804,147868185,3319.50,3357.40,3362.30,3292.40,10793.28,10973.45,10977.68,10639.95,27657.42,27864.87,27946.69,27487.97,1962.10,1951.10,1968.20,1951.10,41.11,40.97,41.49,40.3,9,18,2020
2020-09-19,10933.75293,11134.09277,10909.61816,11094.34668,11094.34668,22764204008.0,384.041656,387.076355,378.72406,385.544373,385.544373,11049507684,0.002796,0.002814,0.002773,0.002794,0.002794,147046520,3319.50,3357.40,3362.30,3292.40,10793.28,10973.45,10977.68,10639.95,27657.42,27864.87,27946.69,27487.97,1962.10,1951.10,1968.20,1951.10,41.11,40.97,41.49,40.3,9,19,2020
2020-09-20,11095.87012,11095.87012,10814.47754,10938.27148,10938.27148,24699523788.0,385.597992,385.597992,367.09436,371.052826,371.052826,12292195784,0.002794,0.002806,0.002722,0.002778,0.002778,145951917,3319.50,3357.40,3362.30,3292.40,10793.28,10973.45,10977.68,10639.95,27657.42,27864.87,27946.69,27487.97,1962.10,1951.10,1968.20,1951.10,41.11,40.97,41.49,40.3,9,20,2020
2020-09-21,10934.92578,10988.30469,10380.26074,10462.25977,10462.25977,28884999244.0,371.400146,375.73703,336.06897,341.786072,341.786072,17398267133,0.002778,0.002802,0.002616,0.00263,0.00263,78753428,3281.10,3285.60,3285.60,3229.10,10778.94,10610.14,10782.74,10519.49,27147.70,27484.71,27484.71,26715.15,1910.60,1957.30,1962.90,1885.40,39.31,40.98,41.27,38.66,9,21,2020
2020-09-22,10459.62402,10568.07715,10382.72656,10538.45996,10538.45996,23621787804.0,341.723816,346.60083,336.855042,344.503174,344.503174,12732578043,0.002625,0.002672,0.002604,0.002656,0.002656,36467574,3315.60,3295.80,3320.30,3270.90,10963.77,10873.30,10979.65,10737.52,27288.18,27170.34,27333.09,26989.93,1907.60,1918.10,1925.50,1898.90,39.6,39.63,40.02,39.0,9,22,2020
2020-09-23,10535.49219,10537.82813,10197.86523,10246.18652,10246.18652,23788661867.0,344.589905,344.671387,318.969208,321.116302,321.116302,12899346599,0.002648,0.002651,0.00254,0.00256,0.00256,79707709,3236.90,3320.10,3323.30,3232.60,10633.15,10950.83,10962.02,10612.92,26763.13,27413.60,27464.46,26716.12,1868.40,1905.10,1909.90,1856.00,39.93,39.76,40.75,39.26,9,23,2020
2020-09-24,10248.78613,10771.05664,10231.49023,10760.06641,10760.06641,47144380902.0,320.985016,351.461487,318.545105,349.355591,349.355591,15714304470,0.002557,0.00265,0.002536,0.002628,0.002628,111915974,3246.60,3226.10,3278.70,3209.40,10672.43,10551.02,10799.55,10520.22,26815.44,26716.09,27094.85,26537.01,1876.90,1866.90,1880.90,1851.00,40.31,39.6,40.37,39.12,9,24,2020
2020-09-25,10761.10938,10777.69629,10578.91406,10692.7168,10692.7168,39348590957.0,349.411438,357.772736,339.01593,352.183258,352.183258,14381086966,0.002628,0.002721,0.002616,0.002698,0.002698,124575712,3298.50,3236.70,3306.90,3228.40,10913.73,10680.46,10939.55,10639.98,27173.96,26694.51,27239.29,26635.38,1866.30,1872.70,1879.30,1854.10,40.25,40.15,40.64,39.71,9,25,2020
2020-09-26,10695.5752,10772.99902,10667.28125,10750.72363,10750.72363,46852525493.0,352.350891,355.854767,348.107117,355.488098,355.488098,13049148579,0.002699,0.002753,0.002678,0.002716,0.002716,108180296,3298.50,3236.70,3306.90,3228.40,10913.73,10680.46,10939.55,10639.98,27173.96,26694.51,27239.29,26635.38,1866.30,1872.70,1879.30,1854.10,40.25,40.15,40.64,39.71,9,26,2020
2020-09-27,10746.89258,10803.97656,10622.92188,10775.26953,10775.26953,53745972818.0,354.9599,361.984406,349.834076,357.438507,357.438507,13598126926,0.002697,0.002734,0.002664,0.002692,0.002692,76293172,3298.50,3236.70,3306.90,3228.40,10913.73,10680.46,10939.55,10639.98,27173.96,26694.51,27239.29,26635.38,1866.30,1872.70,1879.30,1854.10,40.25,40.15,40.64,39.71,9,27,2020
2020-09-28,10776.61328,10945.34766,10703.89356,10709.65234,10709.65234,47762394731.0,357.925934,366.432159,354.547638,355.159424,355.159424,14258455166,0.002709,0.00274,0.00264,0.002652,0.002652,102662350,3351.60,3333.90,3360.70,3332.90,11117.70,11084.38,11120.80,11019.14,27584.06,27362.14,27722.60,27362.14,1882.30,1862.70,1888.20,1851.10,40.6,40.07,40.8,39.78,9,28,2020
2020-09-29,10709.65039,10860.00098,10649.49512,10844.64063,10844.64063,46582396602.0,354.363007,360.353363,352.146851,359.757385,359.757385,11600013236,0.002662,0.00271,0.002636,0.002685,0.002685,109463113,3335.50,3350.90,3357.90,3327.50,11085.42,11109.00,11153.23,11065.63,27452.66,27560.24,27605.60,27338.09,1903.20,1886.40,1904.80,1880.80,39.29,40.58,40.7,38.41,9,29,2020
2020-09-30,10843.87109,10847.25684,10669.32129,10784.49121,10784.49121,44171073700.0,360.038513,361.178772,353.327942,359.937866,359.937866,11818610610,0.002683,0.002685,0.002617,0.00263,0.00263,106684832,3363.00,3341.20,3393.60,3340.50,11167.68,11092.90,11277.96,11092.90,27781.70,27514.64,28026.33,27511.06,1895.50,1903.20,1908.20,1885.80,40.22,39.16,40.37,38.68,9,30,2020
2020-10-01,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100.0,360.309143,369.264404,346.477051,353.205902,353.205902,14679481911,0.002631,0.002682,0.002584,0.002616,0.002616,116194992,3380.80,3385.90,3397.20,3361.40,11326.61,11291.99,11344.13,11240.53,27816.90,27940.63,28041.46,27669.26,1916.30,1891.20,1917.90,1890.00,38.72,39.9,40.47,37.61,10,1,2020
2020-10-02,10619.82129,10657.83789,10416.68945,10575.97461,10575.97461,48661453918.0,352.949677,354.115417,336.467163,346.238922,346.238922,14215390463,0.002614,0.002628,0.002539,0.002583,0.002583,128239855,3348.40,3338.90,3369.10,3323.70,11075.11,11082.53,11244.87,11033.69,27682.81,27536.39,27861.43,27382.94,1907.60,1911.00,1923.60,1895.20,37.05,38.6,38.65,36.63,10,2,2020
2020-10-03,10575.10059,10598.94043,10511.12988,10549.3291,10549.3291,44660271563.0,346.218628,351.307709,344.666565,346.522095,346.522095,10060167889,0.002583,0.00264,0.002574,0.002599,0.002599,116046378,3348.40,3338.90,3369.10,3323.70,11075.11,11082.53,11244.87,11033.69,27682.81,27536.39,27861.43,27382.94,1907.60,1911.00,1923.60,1895.20,37.05,38.6,38.65,36.63,10,3,2020
2020-10-04,10550.44043,10686.0,10534.3916,10669.58301,10669.58301,71251776995.0,346.602234,354.045746,345.131012,352.57901,352.57901,10696959020,0.002606,0.002682,0.00259,0.002635,0.002635,92364518,3348.40,3338.90,3369.10,3323.70,11075.11,11082.53,11244.87,11033.69,27682.81,27536.39,27861.43,27382.94,1907.60,1911.00,1923.60,1895.20,37.05,38.6,38.65,36.63,10,4,2020
2020-10-05,10676.5293,10793.50781,10634.60059,10793.33984,10793.33984,47537578009.0,352.736816,355.214081,349.679901,353.956787,353.956787,11809507622,0.002632,0.002662,0.002599,0.002612,0.002612,127881032,3408.60,3367.30,3409.60,3367.30,11332.58,11169.10,11335.21,11162.52,28148.64,27825.42,28162.64,27825.42,1920.10,1910.90,1924.90,1891.20,39.22,37.0,39.72,37.0,10,5,2020
2020-10-06,10796.30664,10797.57813,10528.89063,10604.40625,10604.40625,42623695307.0,353.956482,354.989014,338.003296,340.815857,340.815857,12830796112,0.002612,0.002628,0.002574,0.002611,0.002611,105669881,3360.90,3408.70,3431.60,3354.50,11154.70,11314.53,11392.41,11124.45,27772.76,28214.24,28354.48,27728.03,1908.80,1917.80,1927.00,1878.20,40.67,39.35,40.86,39.1,10,6,2020
2020-10-07,10603.35547,10680.50781,10562.50684,10668.96875,10668.96875,37799458436.0,340.943085,342.450836,334.545563,341.808655,341.808655,11929918060,0.002593,0.002612,0.002565,0.002595,0.002595,125523508,3419.40,3384.60,3426.30,3384.60,11364.70,11271.68,11380.56,11258.35,28303.46,27971.36,28369.66,27971.36,1890.80,1882.60,1902.40,1877.10,39.95,39.83,40.35,39.28,10,7,2020
2020-10-08,10669.37109,10945.73731,10562.60645,10915.68555,10915.68555,63314794397.0,342.044647,352.211487,335.647491,350.766144,350.766144,13461017711,0.002584,0.002631,0.00256,0.002596,0.002596,109356096,3446.80,3434.30,3447.30,3428.20,11421.08,11443.35,11448.23,11384.33,28425.51,28348.86,28459.13,28265.56,1895.10,1890.60,1905.30,1885.30,41.19,39.99,41.33,39.76,10,8,2020
2020-10-09,10927.91309,11102.67188,10846.85059,11064.45801,11064.45801,22799117613.0,351.112885,368.310333,348.205841,365.590485,365.590485,13043501763,0.002616,0.002667,0.002595,0.002653,0.002653,100051523,3477.10,3459.70,3482.30,3458.10,11580.05,11487.60,11581.23,11476.66,28586.90,28533.61,28676.29,28440.63,1926.20,1898.40,1936.80,1898.00,40.6,41.31,41.47,40.38,10,9,2020
2020-10-10,11059.14258,11442.21094,11056.94043,11296.36133,11296.36133,22877978588.0,365.402466,378.267151,365.354034,370.96759,370.96759,13618484324,0.002654,0.002716,0.002654,0.002655,0.002655,96632426,3477.10,3459.70,3482.30,3458.10,11580.05,11487.60,11581.23,11476.66,28586.90,28533.61,28676.29,28440.63,1926.20,1898.40,1936.80,1898.00,40.6,41.31,41.47,40.38,10,10,2020
2020-10-11,11296.08203,11428.81348,11288.62793,11384.18164,11384.18164,19968627060.0,370.928436,377.246796,369.828033,375.142059,375.142059,12584512533,0.002667,0.002706,0.002649,0.002674,0.002674,107632465,3477.10,3459.70,3482.30,3458.10,11580.05,11487.60,11581.23,11476.66,28586.90,28533.61,28676.29,28440.63,1926.20,1898.40,1936.80,1898.00,40.6,41.31,41.47,40.38,10,11,2020
2020-10-12,11392.63574,11698.46777,11240.68652,11555.36328,11555.36328,26163972642.0,374.798737,395.122162,366.642334,387.731262,387.731262,15867455424,0.002674,0.002708,0.002629,0.002673,0.002673,101246789,3534.20,3500.00,3549.80,3499.60,11876.36,11732.33,11965.54,11704.13,28837.52,28671.12,28957.90,28659.67,1928.90,1935.00,1939.40,1923.80,39.43,40.4,40.45,39.04,10,12,2020
2020-10-13,11548.71973,11548.98438,11321.22461,11425.89941,11425.89941,24241420251.0,387.142944,387.375671,375.582458,381.190765,381.190765,14226744838,0.002667,0.002677,0.002627,0.002635,0.002635,76963142,3511.90,3534.00,3534.00,3500.90,11864.00,11901.76,11946.98,11821.83,28679.81,28764.95,28808.84,28604.35,1894.60,1927.30,1930.60,1889.30,40.2,39.53,40.53,39.35,10,13,2020
2020-10-14,11429.04785,11539.97754,11307.83106,11429.50684,11429.50684,24103426719.0,381.971466,387.296173,374.175018,379.484039,379.484039,13918846567,0.002634,0.002653,0.002618,0.002637,0.002637,87293434,3488.70,3515.50,3527.90,3480.60,11768.83,11889.07,11939.92,11714.35,28514.00,28731.30,28792.56,28461.73,1907.30,1895.40,1917.50,1885.00,41.04,40.19,41.16,39.82,10,14,2020
2020-10-15,11426.60254,11569.91406,11303.60352,11495.34961,11495.34961,24487233058.0,379.19223,381.208771,371.354126,377.441833,377.441833,14964182545,0.00265,0.002651,0.002569,0.002593,0.002593,83794207,3483.30,3453.70,3489.10,3440.90,11713.97,11559.88,11740.68,11559.10,28494.20,28323.40,28535.85,28181.54,1908.90,1906.00,1913.20,1892.70,40.96,41.13,41.29,39.22,10,15,2020
2020-10-16,11502.82813,11540.06152,11223.0127,11322.12305,11322.12305,25635480772.0,377.8685,380.021515,362.597412,366.229004,366.229004,14670784817,0.002595,0.002616,0.002557,0.002612,0.002612,117882236,3483.80,3493.50,3515.80,3480.40,11671.66,11761.83,11827.42,11648.53,28606.31,28570.72,28842.90,28570.72,1906.40,1912.70,1918.70,1901.10,40.88,40.88,41.05,40.08,10,16,2020
2020-10-17,11322.12305,11386.26172,11285.3457,11358.10156,11358.10156,19130430174.0,366.015717,369.768127,364.489014,368.855927,368.855927,10951115359,0.002603,0.002612,0.002573,0.002581,0.002581,125692391,3483.80,3493.50,3515.80,3480.40,11671.66,11761.83,11827.42,11648.53,28606.31,28570.72,28842.90,28570.72,1906.40,1912.70,1918.70,1901.10,40.88,40.88,41.05,40.08,10,17,2020
2020-10-18,11355.98242,11483.35938,11347.57813,11483.35938,11483.35938,18283314340.0,368.727539,378.597656,368.12915,378.213684,378.213684,11047103109,0.002581,0.002601,0.002577,0.002586,0.002586,72298803,3483.80,3493.50,3515.80,3480.40,11671.66,11761.83,11827.42,11648.53,28606.31,28570.72,28842.90,28570.72,1906.40,1912.70,1918.70,1901.10,40.88,40.88,41.05,40.08,10,18,2020
2020-10-19,11495.03809,11799.09277,11408.29004,11742.03711,11742.03711,23860769928.0,378.469635,383.317657,373.702271,379.935608,379.935608,12811242092,0.002595,0.002619,0.002572,0.00259,0.00259,91049562,3426.90,3493.70,3502.40,3419.90,11478.98,11732.34,11778.11,11454.57,28195.42,28633.55,28711.93,28139.40,1911.70,1903.20,1923.40,1900.20,40.83,40.69,41.22,40.54,10,19,2020
2020-10-20,11745.97461,11999.91797,11681.48047,11916.33496,11916.33496,30915821592.0,379.719696,380.761017,367.601074,369.136902,369.136902,13741586582,0.00259,0.002623,0.002581,0.002601,0.002601,65577101,3443.10,3439.40,3476.90,3435.70,11516.49,11531.83,11632.89,11471.24,28308.79,28245.85,28575.03,28243.04,1915.40,1906.40,1917.60,1896.60,41.46,40.65,41.7,40.25,10,20,2020
2020-10-21,11913.07715,13184.56641,11900.92871,12823.68945,12823.68945,43414712626.0,369.059418,400.627258,368.727966,392.189972,392.189972,20241324322,0.0026,0.002657,0.002594,0.00263,0.00263,45017115,3435.60,3439.90,3464.90,3433.10,11484.69,11530.39,11613.79,11476.08,28210.82,28270.66,28450.64,28196.39,1929.50,1911.60,1936.00,1911.60,40.03,41.22,41.59,39.78,10,21,2020
2020-10-22,12801.63574,13161.59375,12717.09375,12965.8916,12965.8916,34729759598.0,391.488617,420.141663,391.276306,413.77298,413.77298,15772846485,0.002627,0.002689,0.002624,0.002655,0.002655,44976453,3453.50,3438.50,3460.50,3415.30,11506.01,11526.98,11548.77,11369.29,28363.66,28197.42,28421.31,28040.18,1904.60,1927.40,1929.40,1894.20,40.64,40.04,41.02,39.71,10,22,2020
2020-10-23,12971.54883,13015.96191,12752.64746,12931.53906,12931.53906,28974975003.0,414.051331,418.95993,403.082031,409.766693,409.766693,14256222052,0.002649,0.002691,0.002637,0.002647,0.002647,46856082,3465.40,3464.90,3466.50,3440.40,11548.28,11536.00,11548.85,11434.86,28335.57,28409.65,28436.52,28149.82,1905.20,1906.50,1917.30,1895.20,39.85,40.61,40.92,39.57,10,23,2020
2020-10-24,12931.57422,13145.06641,12885.74707,13108.0625,13108.0625,24542317940.0,409.767242,416.59967,407.851715,412.457611,412.457611,12201739194,0.002647,0.002653,0.002624,0.002646,0.002646,44797614,3465.40,3464.90,3466.50,3440.40,11548.28,11536.00,11548.85,11434.86,28335.57,28409.65,28436.52,28149.82,1905.20,1906.50,1917.30,1895.20,39.85,40.61,40.92,39.57,10,24,2020
2020-10-25,13108.06348,13329.18359,12910.06152,13031.17383,13031.17383,24406920575.0,412.457642,417.15921,405.350647,406.217773,406.217773,10890207469,0.002645,0.002676,0.002624,0.002653,0.002653,58532388,3465.40,3464.90,3466.50,3440.40,11548.28,11536.00,11548.85,11434.86,28335.57,28409.65,28436.52,28149.82,1905.20,1906.50,1917.30,1895.20,39.85,40.61,40.92,39.57,10,25,2020
2020-10-26,13031.20117,13225.29785,12822.38281,13075.24805,13075.24805,29461458313.0,406.217987,411.279877,383.782898,393.888306,393.888306,15155684229,0.002653,0.002893,0.002636,0.002679,0.002679,122152251,3401.00,3441.40,3441.40,3364.90,11358.94,11440.64,11545.63,11221.06,27685.38,28185.82,28185.82,27370.16,1905.70,1906.00,1911.10,1892.50,38.56,39.69,39.74,38.28,10,26,2020
2020-10-27,13075.24219,13759.66895,13060.83789,13654.21875,13654.21875,33749878156.0,393.888184,409.772858,390.608459,403.99704,403.99704,13940434102,0.002679,0.002708,0.00263,0.002677,0.002677,78927089,3390.70,3403.20,3409.50,3388.70,11431.35,11409.34,11465.06,11361.86,27463.19,27651.18,27707.69,27457.96,1911.90,1904.40,1913.80,1898.70,39.57,38.59,39.83,38.51,10,27,2020
2020-10-28,13654.21484,13837.69531,12932.25098,13271.28516,13271.28516,35867318895.0,403.997101,408.964752,381.146332,388.650757,388.650757,15276441134,0.002677,0.002697,0.002575,0.002595,0.002595,72848720,3271.00,3342.50,3342.50,3268.90,11004.87,11230.90,11249.95,10999.07,26519.95,27102.14,27102.14,26497.39,1879.20,1909.80,1912.60,1869.10,37.39,38.97,39.01,36.97,10,28,2020
2020-10-29,13271.29883,13612.04785,12980.05957,13437.88281,13437.88281,56499499598.0,388.651062,393.227692,381.288757,386.730103,386.730103,12920477749,0.002595,0.002623,0.002518,0.002581,0.002581,58929515,3310.10,3277.20,3341.10,3259.80,11185.59,11064.47,11287.63,11030.19,26659.11,26480.98,26891.89,26290.78,1868.00,1877.50,1885.10,1859.20,36.17,37.39,37.76,34.92,10,29,2020
2020-10-30,13437.87402,13651.5166,13136.19824,13546.52246,13546.52246,30581485201.0,386.730255,391.464722,375.092407,382.819977,382.819977,13688056970,0.002581,0.002607,0.002533,0.002598,0.002598,63444097,3270.00,3293.60,3304.90,3233.90,10911.59,11103.47,11129.81,10822.57,26501.60,26572.27,26639.18,26143.77,1879.90,1867.90,1890.90,1863.30,35.79,36.07,36.6,35.21,10,30,2020
2020-10-31,13546.53223,14028.21387,13457.53027,13780.99512,13780.99512,30306464719.0,382.820038,393.010132,381.295258,386.590332,386.590332,11276963426,0.002598,0.002603,0.002556,0.002576,0.002576,56189318,3270.00,3293.60,3304.90,3233.90,10911.59,11103.47,11129.81,10822.57,26501.60,26572.27,26639.18,26143.77,1879.90,1867.90,1890.90,1863.30,35.79,36.07,36.6,35.21,10,31,2020
2020-11-01,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900.0,386.590332,397.116119,385.165527,396.358185,396.358185,10475146018,0.002576,0.00259,0.002561,0.002582,0.002582,45528682,3270.00,3293.60,3304.90,3233.90,10911.59,11103.47,11129.81,10822.57,26501.60,26572.27,26639.18,26143.77,1879.90,1867.90,1890.90,1863.30,35.79,36.07,36.6,35.21,11,1,2020
2020-11-02,13737.03223,13808.32324,13243.16016,13550.48926,13550.48926,30771455468.0,396.355988,403.240753,381.017639,383.156738,383.156738,13997574252,0.002582,0.002592,0.002515,0.002517,0.002517,50142376,3310.20,3296.20,3330.10,3279.70,10957.61,11010.45,11071.08,10830.94,26925.05,26691.28,27043.48,26691.28,1892.50,1877.00,1897.10,1873.30,36.81,35.24,37.15,33.64,11,2,2020
2020-11-03,13550.45117,13984.98145,13325.44141,13950.30078,13950.30078,29869951617.0,383.156036,389.515381,371.312744,387.602173,387.602173,12588494762,0.002517,0.00253,0.002452,0.002528,0.002528,62871653,3369.20,3336.20,3389.50,3336.20,11160.57,11038.66,11213.92,11004.84,27480.03,27138.69,27640.21,27138.69,1910.40,1896.40,1912.20,1887.60,37.66,37.03,38.32,36.57,11,3,2020
2020-11-04,13950.48828,14218.7666,13580.47168,14133.70703,14133.70703,35116364962.0,387.60321,407.665649,377.827606,402.141998,402.141998,15126077675,0.002528,0.002558,0.002497,0.002533,0.002533,52552651,3443.40,3406.50,3486.20,3405.20,11590.78,11443.77,11663.31,11394.21,27847.66,27512.83,28301.50,27512.83,1896.20,1910.30,1917.90,1881.80,39.15,38.15,39.25,37.26,11,4,2020
2020-11-05,14133.7334,15706.4043,14102.08887,15579.84863,15579.84863,40856321439.0,402.142944,417.52594,397.245819,414.067352,414.067352,15440711038,0.002533,0.002639,0.002496,0.002617,0.002617,31611963,3510.40,3485.70,3529.10,3485.70,11890.93,11816.33,11924.28,11784.15,28390.18,28083.37,28495.05,28083.37,1946.80,1903.40,1954.30,1902.20,38.79,39.17,39.35,38.27,11,5,2020
2020-11-06,15579.72949,15903.4375,15226.83984,15565.88086,15565.88086,39837841971.0,414.066711,456.200623,412.9823,454.719299,454.719299,16738305610,0.002617,0.002801,0.002608,0.00276,0.00276,54267546,3509.40,3508.30,3521.60,3484.30,11895.23,11869.90,11920.53,11737.13,28323.40,28399.13,28431.96,28189.50,1951.70,1950.00,1961.80,1937.20,37.14,38.54,38.61,37.06,11,6,2020
2020-11-07,15565.88086,15737.0957,14423.20313,14833.75391,14833.75391,35024953706.0,454.722565,465.675476,428.45636,435.713135,435.713135,18873289788,0.00276,0.002819,0.002612,0.002671,0.002671,44610219,3509.40,3508.30,3521.60,3484.30,11895.23,11869.90,11920.53,11737.13,28323.40,28399.13,28431.96,28189.50,1951.70,1950.00,1961.80,1937.20,37.14,38.54,38.61,37.06,11,7,2020
2020-11-08,14833.75391,15637.32031,14744.11035,15479.56738,15479.56738,26632075029.0,435.718811,457.780457,433.153778,453.554779,453.554779,11292383601,0.002671,0.002742,0.002658,0.002711,0.002711,22754531,3509.40,3508.30,3521.60,3484.30,11895.23,11869.90,11920.53,11737.13,28323.40,28399.13,28431.96,28189.50,1951.70,1950.00,1961.80,1937.20,37.14,38.54,38.61,37.06,11,8,2020
2020-11-09,15479.5957,15785.13672,14865.5293,15332.31543,15332.31543,34149115566.0,453.574158,457.349609,435.163879,444.163055,444.163055,13704320630,0.002711,0.002786,0.002663,0.00267,0.00267,28124348,3550.50,3583.00,3646.00,3547.50,11713.78,12046.66,12108.07,11703.49,29157.97,29467.90,29933.83,29130.66,1854.40,1956.00,1966.10,1848.00,40.29,37.34,41.33,37.16,11,9,2020
2020-11-10,15332.35059,15450.3291,15124.95996,15290.90234,15290.90234,25574938143.0,444.166382,453.758362,439.600128,449.679626,449.679626,12090381666,0.00267,0.002851,0.002655,0.002753,0.002753,39633173,3545.50,3543.30,3557.20,3511.90,11553.86,11622.44,11665.87,11424.61,29420.92,29254.17,29478.86,29126.99,1876.40,1864.10,1888.90,1858.90,41.36,39.91,41.84,39.41,11,10,2020
2020-11-11,15290.90918,15916.26074,15290.00684,15701.33984,15701.33984,29772374934.0,449.679657,473.578857,449.524933,462.960541,462.960541,14075403511,0.002753,0.002837,0.002753,0.002769,0.002769,33138759,3572.70,3563.20,3581.20,3557.00,11786.43,11656.65,11793.58,11638.90,29397.63,29524.35,29593.11,29281.22,1861.60,1876.10,1882.50,1853.90,41.45,41.79,43.06,41.32,11,11,2020
2020-11-12,15701.29883,16305.00391,15534.77148,16276.34375,16276.34375,34175758344.0,462.959534,467.677826,452.072418,461.00528,461.00528,12877327234,0.002769,0.002791,0.002747,0.002779,0.002779,24028261,3537.00,3562.70,3569.00,3518.60,11709.59,11802.50,11847.84,11666.37,29080.17,29231.91,29311.83,28902.13,1873.30,1863.90,1883.00,1860.70,41.12,41.47,42.19,40.87,11,12,2020
2020-11-13,16276.44043,16463.17773,15992.15234,16317.80859,16317.80859,31599492172.0,461.005493,475.217255,457.298248,474.626434,474.626434,13191505725,0.002779,0.002836,0.002777,0.002821,0.002821,29217750,3585.20,3552.60,3593.70,3552.60,11829.29,11794.94,11849.78,11715.52,29479.81,29203.90,29559.25,29203.90,1886.20,1875.60,1895.80,1872.10,40.13,40.94,40.94,40.06,11,13,2020
2020-11-14,16317.80859,16317.80859,15749.19336,16068.13867,16068.13867,27481710135.0,474.626434,475.161438,452.986084,460.149841,460.149841,10312037942,0.002821,0.002821,0.002721,0.002773,0.002773,30334380,3585.20,3552.60,3593.70,3552.60,11829.29,11794.94,11849.78,11715.52,29479.81,29203.90,29559.25,29203.90,1886.20,1875.60,1895.80,1872.10,40.13,40.94,40.94,40.06,11,14,2020
2020-11-15,16068.13965,16123.11035,15793.53418,15955.58789,15955.58789,23653867583.0,460.149902,460.99408,440.254333,447.559082,447.559082,10308617165,0.002773,0.002813,0.002739,0.002775,0.002775,25131683,3585.20,3552.60,3593.70,3552.60,11829.29,11794.94,11849.78,11715.52,29479.81,29203.90,29559.25,29203.90,1886.20,1875.60,1895.80,1872.10,40.13,40.94,40.94,40.06,11,15,2020
