Date,BTC-Open,BTC-High,BTC-Low,BTC-Close,BTC-Adj Close,BTC-Volume,ETH-Open,ETH-High,ETH-Low,ETH-Close,ETH-Adj Close,ETH-Volume,DOGE-Open,DOGE-High,DOGE-Low,DOGE-Close,DOGE-Adj Close,DOGE-Volume,S&P-Price,S&P-Open,S&P-High,S&P-Low,NASDAQ-Price,NASDAQ-Open,NASDAQ-High,NASDAQ-Low,NASDAQ-Vol.,DOW-Price,DOW-Open,DOW-High,DOW-Low,DOW-Vol.,GOLD-Price,GOLD-Open,GOLD-High,GOLD-Low,OIL-Price,OIL-Open,OIL-High,OIL-Low,Month,Day,Year
2020-04-10,7303.81543,7303.81543,6802.475098,6865.493164,6865.493164,43622840992.0,170.829269,170.949768,154.914474,158.412445,158.412445,17980944616,0.002021,0.002023,0.001891,0.001968,0.001968,122108790,2789.8,2777.0,2818.6,2762.4,8153.57,8169.01,8227.91,8072.32,925800000.0,23719.37,23690.66,24008.99,23504.09,568720000.0,1752.8,1680.5,1754.5,1676.5,22.76,26.28,28.36,22.57,4,10,2020
2020-04-11,6867.44043,6926.069824,6789.920898,6859.083008,6859.083008,31222085946.0,158.538986,161.167572,155.29834,158.216019,158.216019,13555089447,0.001968,0.002004,0.001941,0.00199,0.00199,161367396,2789.8,2777.0,2818.6,2762.4,8153.57,8169.01,8227.91,8072.32,925800000.0,23719.37,23690.66,24008.99,23504.09,568720000.0,1752.8,1680.5,1754.5,1676.5,22.76,26.28,28.36,22.57,4,11,2020
2020-04-12,6858.067871,7119.947266,6811.078125,6971.091797,6971.091797,35759567632.0,158.232391,164.516953,156.320511,161.142426,161.142426,15123721386,0.001989,0.002009,0.001951,0.00199,0.00199,169892709,2789.8,2777.0,2818.6,2762.4,8153.57,8169.01,8227.91,8072.32,925800000.0,23719.37,23690.66,24008.99,23504.09,568720000.0,1752.8,1680.5,1754.5,1676.5,22.76,26.28,28.36,22.57,4,12,2020
2020-04-13,6965.616699,6965.616699,6668.259766,6845.037598,6845.037598,38619308647.0,160.720673,160.749695,151.614487,156.279556,156.279556,16465282133,0.00199,0.00199,0.001894,0.001959,0.001959,167357650,2761.6,2782.5,2782.5,2721.2,8192.42,8127.69,8200.44,8035.95,761870000.0,23390.77,23698.93,23698.93,23095.35,396560000.0,1761.4,1742.3,1772.8,1724.2,22.41,24.6,24.74,22.03,4,13,2020
2020-04-14,6843.281738,6958.557129,6793.821289,6842.427734,6842.427734,34110434052.0,156.355957,160.944275,155.865936,157.59639,157.59639,14723156630,0.001958,0.00198,0.001935,0.001964,0.001964,188937615,2846.1,2805.1,2851.8,2805.1,8515.74,8353.21,8531.11,8338.08,849820000.0,23949.76,23690.57,24040.58,23683.44,487960000.0,1768.9,1761.5,1788.8,1747.1,20.11,22.36,23.08,19.95,4,14,2020
2020-04-15,6845.561523,6928.664551,6633.402832,6642.109863,6642.109863,32288311031.0,157.565643,160.711121,152.802841,153.286896,153.286896,14171753737,0.001963,0.001975,0.001906,0.00194,0.00194,169903672,2783.4,2795.6,2801.9,2761.5,8393.18,8355.96,8464.66,8308.79,794060000.0,23504.35,23600.72,23649.72,23233.32,442150000.0,1740.2,1758.1,1759.8,1731.6,19.87,20.72,20.89,19.2,4,15,2020
2020-04-16,6640.454102,7134.450684,6555.504395,7116.804199,7116.804199,46783242377.0,153.200424,173.157272,150.359421,172.157379,172.157379,22910469236,0.001941,0.002029,0.001886,0.002028,0.002028,179859738,2799.6,2799.3,2806.5,2764.3,8532.36,8479.11,8560.16,8393.27,919560000.0,23537.68,23543.66,23598.08,23211.38,478620000.0,1731.7,1743.5,1768.0,1722.6,19.87,20.15,20.53,19.42,4,16,2020
2020-04-17,7116.552734,7167.183105,7050.332031,7096.18457,7096.18457,32513423567.0,172.279419,174.275909,169.751572,171.63858,171.63858,16714684266,0.002028,0.002029,0.001992,0.002013,0.002013,161550208,2874.6,2842.4,2879.2,2830.9,8650.14,8667.48,8670.3,8531.69,1060000000.0,24242.49,23817.15,24264.21,23817.15,530280000.0,1698.8,1738.5,1738.8,1691.2,18.27,20.0,20.22,17.31,4,17,2020
2020-04-18,7092.291504,7269.956543,7089.24707,7257.665039,7257.665039,32447188386.0,171.618073,187.940475,171.618073,186.914001,186.914001,20160323443,0.002013,0.002062,0.002007,0.002061,0.002061,168186509,2874.6,2842.4,2879.2,2830.9,8650.14,8667.48,8670.3,8531.69,1060000000.0,24242.49,23817.15,24264.21,23817.15,530280000.0,1698.8,1738.5,1738.8,1691.2,18.27,20.0,20.22,17.31,4,18,2020
2020-04-19,7260.922363,7280.521973,7167.054688,7189.424805,7189.424805,31311210215.0,186.861984,188.098923,180.120819,181.61496,181.61496,19146038381,0.00206,0.002073,0.002028,0.002058,0.002058,172576560,2874.6,2842.4,2879.2,2830.9,8650.14,8667.48,8670.3,8531.69,1060000000.0,24242.49,23817.15,24264.21,23817.15,530280000.0,1698.8,1738.5,1738.8,1691.2,18.27,20.0,20.22,17.31,4,19,2020
2020-04-20,7186.873535,7240.290527,6835.50293,6881.958496,6881.958496,37747113936.0,181.480225,186.083542,170.321274,172.297165,172.297165,21266681335,0.002058,0.002066,0.001962,0.001982,0.001982,169715146,2823.2,2845.6,2869.0,2820.4,8560.73,8553.38,8684.91,8553.38,876310000.0,23650.44,24095.1,24108.69,23627.19,427350000.0,1711.2,1693.0,1718.4,1685.0,-37.63,17.73,17.85,-40.32,4,20,2020
2020-04-21,6879.78418,6934.551758,6834.442383,6880.323242,6880.323242,32589741511.0,172.017715,175.178467,170.552841,172.737701,172.737701,16458767984,0.001982,0.002032,0.001952,0.001971,0.001971,163652750,2736.6,2784.8,2785.5,2727.1,8263.23,8460.69,8480.29,8215.69,881560000.0,23018.88,23365.25,23365.25,22941.88,487650000.0,1687.8,1713.3,1718.0,1666.2,10.01,-14.0,13.86,-16.74,4,21,2020
2020-04-22,6879.44043,7145.865723,6867.781738,7117.20752,7117.20752,33249153866.0,172.670395,183.751007,171.826599,182.599579,182.599579,17994666395,0.001971,0.002033,0.001964,0.002011,0.002011,163753943,2799.3,2787.9,2815.1,2775.9,8495.38,8434.55,8537.31,8404.54,733430000.0,23475.82,23437.34,23613.1,23339.6,356390000.0,1738.3,1703.1,1742.4,1695.4,13.78,13.12,16.18,10.26,4,22,2020
2020-04-23,7121.306152,7491.785156,7081.594727,7429.724609,7429.724609,43500782316.0,182.620178,189.088867,180.340652,185.028671,185.028671,21275740032,0.002011,0.002123,0.002005,0.002047,0.002047,179000350,2797.8,2810.4,2844.9,2794.3,8494.75,8528.84,8635.23,8475.2,854520000.0,23515.26,23543.09,23885.36,23483.35,393570000.0,1745.4,1736.5,1764.2,1730.6,16.5,14.2,18.26,13.35,4,23,2020
2020-04-24,7434.181641,7574.195801,7434.181641,7550.900879,7550.900879,34636526286.0,185.222107,190.210388,185.222107,189.236938,189.236938,16788555028,0.002047,0.002121,0.002042,0.002103,0.002103,209562151,2836.7,2812.6,2842.7,2791.8,8634.52,8530.08,8642.93,8464.42,797880000.0,23775.27,23628.24,23826.0,23417.68,379310000.0,1735.6,1753.0,1760.2,1725.4,16.94,16.78,17.97,15.64,4,24,2020
2020-04-25,7550.48291,7641.36377,7521.672363,7569.936035,7569.936035,32941541447.0,189.207397,196.792374,188.459534,195.515305,195.515305,18260969748,0.002102,0.002146,0.002087,0.002142,0.002142,229810398,2836.7,2812.6,2842.7,2791.8,8634.52,8530.08,8642.93,8464.42,797880000.0,23775.27,23628.24,23826.0,23417.68,379310000.0,1735.6,1753.0,1760.2,1725.4,16.94,16.78,17.97,15.64,4,25,2020
2020-04-26,7570.13916,7700.594238,7561.407715,7679.867188,7679.867188,33070154491.0,195.413589,199.344971,194.768066,197.317535,197.317535,18335367012,0.002141,0.002444,0.002136,0.002409,0.002409,287859775,2836.7,2812.6,2842.7,2791.8,8634.52,8530.08,8642.93,8464.42,797880000.0,23775.27,23628.24,23826.0,23417.68,379310000.0,1735.6,1753.0,1760.2,1725.4,16.94,16.78,17.97,15.64,4,26,2020
2020-04-27,7679.418945,7795.601074,7679.418945,7795.601074,7795.601074,36162144725.0,197.475723,199.552795,193.454163,197.224716,197.224716,18670194595,0.00241,0.002414,0.002308,0.002355,0.002355,276033020,2878.5,2854.7,2887.7,2852.9,8730.16,8717.98,8754.57,8697.37,807920000.0,24133.78,23866.15,24207.65,23840.61,391020000.0,1723.8,1745.0,1745.8,1720.0,12.78,16.84,16.98,11.88,4,27,2020
2020-04-28,7796.970215,7814.527344,7730.806641,7807.058594,7807.058594,33187959921.0,197.273514,198.786545,194.849426,198.41539,198.41539,18217507467,0.002354,0.002372,0.002322,0.002339,0.002339,254905520,2863.4,2910.0,2921.2,2860.7,8607.73,8825.68,8830.57,8600.7,846780000.0,24101.55,24357.17,24512.24,24031.2,405710000.0,1722.2,1724.4,1731.9,1704.1,12.34,12.96,13.69,10.07,4,28,2020
2020-04-29,7806.712402,8871.753906,7786.049316,8801.038086,8801.038086,60201052203.0,198.465195,218.454636,198.124512,216.968231,216.968231,26397548759,0.002339,0.002542,0.002331,0.002517,0.002517,295698249,2939.5,2918.5,2954.9,2912.2,8914.71,8802.7,8957.26,8765.01,1030000000.0,24633.86,24490.37,24764.77,24453.99,462480000.0,1713.4,1724.8,1733.5,1708.2,15.06,13.35,16.78,12.67,4,29,2020
2020-04-30,8797.669922,9440.650391,8533.255859,8658.553711,8658.553711,66964629541.0,216.909134,227.529694,206.43692,207.602051,207.602051,28089191904,0.002517,0.002689,0.002392,0.002443,0.002443,298563815,2912.4,2930.9,2930.9,2892.5,8889.55,8911.01,8926.11,8825.83,1130000000.0,24345.72,24585.57,24585.57,24186.9,487840000.0,1694.2,1729.6,1737.0,1687.5,18.84,15.64,19.44,15.45,4,30,2020
2020-05-01,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997.0,207.901733,217.628021,207.780884,214.219101,214.219101,20816320834,0.002444,0.002559,0.002441,0.002494,0.002494,282886977,2830.7,2869.1,2869.1,2821.6,8604.95,8681.29,8754.46,8566.84,868790000.0,23723.69,24120.78,24120.78,23645.3,421590000.0,1700.9,1693.5,1714.4,1676.0,19.78,19.04,20.48,18.07,5,1,2020
2020-05-02,8869.057617,9007.1875,8811.366211,8988.59668,8988.59668,40134388683.0,214.230087,215.847534,212.878677,215.325378,215.325378,18260876092,0.002495,0.002553,0.002473,0.002549,0.002549,269155283,2830.7,2869.1,2869.1,2821.6,8604.95,8681.29,8754.46,8566.84,868790000.0,23723.69,24120.78,24120.78,23645.3,421590000.0,1700.9,1693.5,1714.4,1676.0,19.78,19.04,20.48,18.07,5,2,2020
2020-05-03,8983.614258,9167.78125,8830.97168,8897.46875,8897.46875,47101785174.0,215.352066,219.270874,208.692368,210.933151,210.933151,20469034664,0.002548,0.002583,0.00248,0.00251,0.00251,265156925,2830.7,2869.1,2869.1,2821.6,8604.95,8681.29,8754.46,8566.84,868790000.0,23723.69,24120.78,24120.78,23645.3,421590000.0,1700.9,1693.5,1714.4,1676.0,19.78,19.04,20.48,18.07,5,3,2020
2020-05-04,8895.745117,8956.90625,8645.024414,8912.654297,8912.654297,45718796276.0,210.890854,211.828384,199.047729,208.174011,208.174011,22602446422,0.002511,0.002519,0.002389,0.002481,0.002481,261454253,2842.7,2815.0,2844.2,2797.8,8710.72,8555.32,8715.82,8537.83,806280000.0,23749.76,23581.55,23769.56,23361.16,358390000.0,1713.3,1711.2,1726.0,1700.3,20.39,19.11,21.42,18.05,5,4,2020
2020-05-05,8912.832031,9062.415039,8856.827148,9003.070313,9003.070313,43148462663.0,208.013,211.778625,204.031128,206.774399,206.774399,19004689099,0.002481,0.002521,0.002449,0.002484,0.002484,245861118,2868.4,2868.9,2898.2,2863.6,8809.12,8809.66,8909.96,8781.31,834180000.0,23883.09,23958.88,24169.72,23868.91,374490000.0,1710.6,1711.0,1717.8,1695.4,24.56,21.24,25.49,21.13,5,5,2020
2020-05-06,9007.441406,9411.467773,8966.706055,9268.761719,9268.761719,49371886931.0,206.481354,211.534622,204.040878,204.055786,204.055786,20343543799,0.002483,0.002583,0.002473,0.002529,0.002529,251393346,2848.4,2883.1,2891.1,2847.7,8854.39,8874.7,8933.25,8819.37,782810000.0,23664.64,23978.88,24054.59,23661.14,379910000.0,1688.5,1714.1,1716.6,1683.0,23.99,25.52,26.08,22.58,5,6,2020
2020-05-07,9261.895508,9992.664063,9138.322266,9951.518555,9951.518555,61112700562.0,203.912857,214.392471,202.074844,212.289413,212.289413,23594744655,0.002518,0.002678,0.002479,0.002664,0.002664,284491226,2881.2,2878.3,2901.9,2876.5,8979.66,8973.78,9015.99,8932.85,831290000.0,23875.89,23837.21,24094.62,23834.39,371680000.0,1725.8,1686.0,1733.2,1683.9,23.55,24.09,26.74,22.94,5,7,2020
2020-05-08,9936.162109,9996.743164,9767.172852,9842.666016,9842.666016,51780748042.0,212.198242,216.327682,208.830734,212.991577,212.991577,20445139356,0.002659,0.002672,0.002594,0.002625,0.002625,291757355,2929.8,2908.8,2932.2,2902.9,9121.32,9056.89,9125.98,9018.21,824610000.0,24331.32,24107.82,24349.9,24107.05,337340000.0,1713.9,1727.2,1735.5,1703.1,24.74,23.35,24.99,23.26,5,8,2020
2020-05-09,9840.90625,9913.863281,9580.644531,9593.896484,9593.896484,46566121841.0,213.142166,214.73912,209.071518,211.600128,211.600128,18950547549,0.002622,0.002634,0.002565,0.002613,0.002613,294993696,2929.8,2908.8,2932.2,2902.9,9121.32,9056.89,9125.98,9018.21,824610000.0,24331.32,24107.82,24349.9,24107.05,337340000.0,1713.9,1727.2,1735.5,1703.1,24.74,23.35,24.99,23.26,5,9,2020
2020-05-10,9591.168945,9595.581055,8395.107422,8756.430664,8756.430664,63325279337.0,211.5522,211.5522,182.711166,188.599564,188.599564,25211575193,0.002611,0.002613,0.00236,0.002459,0.002459,290801097,2929.8,2908.8,2932.2,2902.9,9121.32,9056.89,9125.98,9018.21,824610000.0,24331.32,24107.82,24349.9,24107.05,337340000.0,1713.9,1727.2,1735.5,1703.1,24.74,23.35,24.99,23.26,5,10,2020
2020-05-11,8755.535156,9033.470703,8374.323242,8601.795898,8601.795898,57119858802.0,188.632187,191.362335,180.718338,185.912842,185.912842,20054601647,0.002457,0.002512,0.002338,0.002413,0.002413,277646033,2930.3,2915.5,2944.2,2903.4,9192.34,9054.91,9241.92,9053.17,878430000.0,24221.99,24256.45,24366.21,24070.22,356510000.0,1698.0,1706.0,1713.8,1692.1,24.14,24.49,25.58,23.67,5,11,2020
2020-05-12,8610.385742,8949.898438,8569.643555,8804.477539,8804.477539,42142717533.0,185.877335,191.601349,185.701797,189.3125,189.3125,15899726284,0.002413,0.002513,0.002406,0.002463,0.002463,262934538,2870.1,2939.5,2945.8,2869.6,9002.55,9225.15,9250.96,9000.07,922430000.0,23764.78,24292.84,24382.09,23761.58,361560000.0,1706.8,1700.0,1716.7,1693.5,25.78,24.49,26.23,24.22,5,12,2020
2020-05-13,8805.387695,9317.878906,8805.387695,9269.987305,9269.987305,45558144023.0,189.3741,200.197327,189.127701,199.193283,199.193283,17054662289,0.002464,0.002528,0.002458,0.002521,0.002521,265878080,2820.0,2865.9,2874.1,2793.2,8863.17,9006.05,9074.16,8752.68,952960000.0,23247.97,23702.16,23708.9,23067.64,473320000.0,1716.4,1705.0,1726.5,1701.6,25.29,25.3,26.45,24.79,5,13,2020
2020-05-14,9271.329102,9793.268555,9255.035156,9733.72168,9733.72168,56426907637.0,198.89151,204.117599,196.86882,202.949097,202.949097,20150524861,0.002518,0.002623,0.002512,0.002574,0.002574,283778649,2852.5,2794.5,2852.8,2766.6,8943.72,8788.04,8945.71,8705.25,883250000.0,23625.34,23049.06,23630.86,22789.62,476980000.0,1740.9,1723.1,1746.5,1716.0,27.56,25.56,27.96,25.18,5,14,2020
2020-05-15,9734.291016,9755.828125,9261.398438,9328.197266,9328.197266,48158802327.0,202.955399,203.566391,193.755676,195.622665,195.622665,16602342092,0.002574,0.002577,0.002487,0.002506,0.002506,261080156,2863.7,2829.9,2865.0,2816.8,9014.56,8839.99,9018.4,8821.38,1030000000.0,23685.42,23454.83,23730.08,23354.15,495180000.0,1756.3,1738.5,1761.2,1736.8,29.43,27.64,29.92,27.24,5,15,2020
2020-05-16,9333.240234,9564.205078,9260.694336,9377.013672,9377.013672,36164766408.0,195.613388,202.771194,194.501587,200.677124,200.677124,15379081645,0.002507,0.002534,0.002484,0.002513,0.002513,254666485,2863.7,2829.9,2865.0,2816.8,9014.56,8839.99,9018.4,8821.38,1030000000.0,23685.42,23454.83,23730.08,23354.15,495180000.0,1756.3,1738.5,1761.2,1736.8,29.43,27.64,29.92,27.24,5,16,2020
2020-05-17,9374.929688,9823.001953,9349.545898,9670.739258,9670.739258,40084250663.0,200.608871,209.160934,200.102798,207.158691,207.158691,15470397303,0.002512,0.002578,0.002509,0.002538,0.002538,258469067,2863.7,2829.9,2865.0,2816.8,9014.56,8839.99,9018.4,8821.38,1030000000.0,23685.42,23454.83,23730.08,23354.15,495180000.0,1756.3,1738.5,1761.2,1736.8,29.43,27.64,29.92,27.24,5,17,2020
2020-05-18,9675.695313,9906.030273,9570.359375,9726.575195,9726.575195,41827139896.0,207.179779,215.908463,207.10907,214.525055,214.525055,17411566928,0.002537,0.002587,0.002513,0.002543,0.002543,265626959,2953.9,2913.9,2968.1,2913.9,9234.83,9177.15,9267.22,9154.35,968790000.0,24597.37,24059.98,24708.54,24059.98,484190000.0,1734.4,1757.5,1775.8,1729.3,31.82,29.53,33.32,29.53,5,18,2020
2020-05-19,9727.063477,9836.047852,9539.624023,9729.038086,9729.038086,39254288955.0,214.604935,214.604935,210.143051,213.451111,213.451111,14346192779,0.002544,0.002565,0.002501,0.002538,0.002538,182890489,2922.9,2948.6,2964.2,2922.3,9185.1,9227.46,9317.25,9183.25,869450000.0,24206.86,24577.48,24599.5,24202.96,376920000.0,1745.6,1734.8,1751.6,1727.2,32.5,32.83,33.44,31.34,5,19,2020
2020-05-20,9725.329102,9804.793945,9447.201172,9522.981445,9522.981445,36546239703.0,213.446243,214.716827,207.975815,210.096741,210.096741,12730175511,0.002539,0.002563,0.002487,0.002508,0.002508,178925411,2971.6,2953.6,2980.3,2953.6,9375.78,9305.62,9392.82,9304.2,938190000.0,24575.9,24455.94,24649.48,24455.94,371930000.0,1752.1,1749.2,1757.6,1744.0,33.49,31.89,33.78,31.56,5,20,2020
2020-05-21,9522.740234,9555.242188,8869.930664,9081.761719,9081.761719,39326160532.0,210.12915,211.625183,193.346436,199.883606,199.883606,13308321229,0.00251,0.002549,0.002423,0.002485,0.002485,200924557,2948.5,2969.9,2978.5,2938.6,9284.88,9375.19,9405.25,9254.85,785340000.0,24474.12,24564.27,24718.46,24370.88,348840000.0,1721.9,1751.7,1751.7,1715.3,33.92,33.53,34.66,33.26,5,21,2020
2020-05-22,9080.334961,9232.936523,9008.638672,9182.577148,9182.577148,29810773699.0,199.837112,208.591537,198.040863,207.169189,207.169189,12041592114,0.002486,0.002543,0.002473,0.002533,0.002533,215355485,2955.4,2948.1,2956.8,2933.6,9324.59,9278.55,9328.28,9239.41,746030000.0,24465.16,24461.98,24481.64,24294.07,255660000.0,1735.5,1726.0,1742.0,1722.5,33.25,33.95,34.0,30.72,5,22,2020
2020-05-23,9185.0625,9302.501953,9118.108398,9209.287109,9209.287109,27727866812.0,207.194489,210.386459,205.29422,208.694397,208.694397,10665476768,0.002533,0.002565,0.002499,0.002544,0.002544,208878705,2955.4,2948.1,2956.8,2933.6,9324.59,9278.55,9328.28,9239.41,746030000.0,24465.16,24461.98,24481.64,24294.07,255660000.0,1735.5,1726.0,1742.0,1722.5,33.25,33.95,34.0,30.72,5,23,2020
2020-05-24,9212.283203,9288.404297,8787.250977,8790.368164,8790.368164,32518803300.0,208.716064,210.595078,202.370346,202.370346,202.370346,11833299572,0.002544,0.002561,0.002451,0.002458,0.002458,186657328,2955.4,2948.1,2956.8,2933.6,9324.59,9278.55,9328.28,9239.41,746030000.0,24465.16,24461.98,24481.64,24294.07,255660000.0,1735.5,1726.0,1742.0,1722.5,32.9,33.38,33.42,32.5,5,24,2020
2020-05-25,8786.107422,8951.005859,8719.667969,8906.93457,8906.93457,31288157264.0,201.982651,206.36145,200.667557,205.319748,205.319748,10415044124,0.002456,0.002546,0.002435,0.00254,0.00254,214669452,2955.4,2948.1,2956.8,2933.6,9324.59,9278.55,9328.28,9239.41,746030000.0,24465.16,24461.98,24481.64,24294.07,255660000.0,1705.6,1734.8,1737.2,1700.0,33.92,32.92,34.18,32.72,5,25,2020
2020-05-26,8909.585938,8991.967773,8757.293945,8835.052734,8835.052734,29584186947.0,205.259567,205.752548,200.264282,201.902313,201.902313,10159741290,0.002539,0.002542,0.002472,0.002486,0.002486,185485979,2991.8,3004.1,3021.7,2988.2,9340.22,9501.21,9501.21,9333.16,967900000.0,24995.11,24781.84,25176.42,24781.84,426290000.0,1717.3,1739.8,1745.6,1711.3,34.35,33.3,34.81,32.48,5,26,2020
2020-05-27,8837.380859,9203.320313,8834.157227,9181.017578,9181.017578,32740536902.0,201.893005,208.863434,201.785065,208.863434,208.863434,10631034756,0.002486,0.002529,0.002472,0.00251,0.00251,186186772,3036.1,3015.7,3036.2,2969.8,9412.36,9346.12,9414.62,9144.28,951520000.0,25548.27,25298.63,25551.56,25009.87,420360000.0,1710.7,1703.1,1713.2,1684.2,32.81,34.14,34.32,31.75,5,27,2020
2020-05-28,9184.945313,9546.319336,9148.457031,9525.750977,9525.750977,34367073114.0,208.885437,220.276505,206.242661,219.840424,219.840424,12212469604,0.002512,0.002559,0.002495,0.002524,0.002524,220213442,3029.7,3046.6,3068.7,3023.4,9368.99,9392.99,9523.64,9345.28,877390000.0,25400.64,25697.36,25758.79,25358.73,378400000.0,1728.3,1725.0,1743.7,1720.0,33.71,32.1,34.21,31.14,5,28,2020
2020-05-29,9528.355469,9573.666992,9379.338867,9439.124023,9439.124023,32896642044.0,219.925049,224.216873,218.238052,220.675125,220.675125,12265816557,0.002524,0.002549,0.002504,0.002532,0.002532,200485433,3044.3,3025.2,3049.2,2998.6,9489.87,9382.35,9505.55,9324.73,1450000000.0,25383.11,25324.15,25482.8,25031.67,545140000.0,1751.7,1732.7,1754.5,1725.3,35.49,33.68,35.77,32.36,5,29,2020
2020-05-30,9438.914063,9704.030273,9366.729492,9700.414063,9700.414063,32722975141.0,220.717209,243.943146,218.744461,242.345596,242.345596,15027397867,0.002531,0.002626,0.002523,0.002615,0.002615,200708874,3044.3,3025.2,3049.2,2998.6,9489.87,9382.35,9505.55,9324.73,1450000000.0,25383.11,25324.15,25482.8,25031.67,545140000.0,1751.7,1732.7,1754.5,1725.3,35.49,33.68,35.77,32.36,5,30,2020
2020-05-31,9700.105469,9700.34375,9432.296875,9461.058594,9461.058594,27773290299.0,242.351379,244.045258,230.052826,230.975708,230.975708,12234904813,0.002615,0.002617,0.002549,0.002555,0.002555,188184731,3044.3,3025.2,3049.2,2998.6,9489.87,9382.35,9505.55,9324.73,1450000000.0,25383.11,25324.15,25482.8,25031.67,545140000.0,1751.7,1732.7,1754.5,1725.3,35.49,33.68,35.77,32.36,5,31,2020
2020-06-01,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068.0,230.86026,248.236282,230.488052,246.99176,246.99176,13951727936,0.002555,0.002662,0.002553,0.002647,0.002647,195748335,3055.7,3038.8,3062.2,3031.5,9552.05,9471.42,9571.28,9462.32,878990000.0,25475.02,25342.99,25508.83,25220.66,341220000.0,1750.3,1749.8,1761.0,1737.6,35.44,35.21,35.9,34.27,6,1,2020
2020-06-02,10162.97363,10182.34082,9460.571289,9529.803711,9529.803711,39137252109.0,246.828186,252.222,233.225296,237.219055,237.219055,13782107567,0.002647,0.002655,0.00252,0.002561,0.002561,200119264,3080.8,3064.8,3081.1,3051.6,9608.38,9566.53,9611.22,9472.08,908580000.0,25742.65,25582.52,25743.13,25523.74,355240000.0,1734.0,1750.3,1757.0,1728.0,36.81,35.56,37.06,35.28,6,2,2020
2020-06-03,9533.760742,9682.859375,9471.84668,9656.717773,9656.717773,25007459262.0,237.395218,244.179321,235.464447,244.179321,244.179321,9861760817,0.002562,0.002598,0.002546,0.002583,0.002583,190021630,3122.9,3098.9,3130.9,3098.9,9682.91,9651.86,9707.78,9627.17,1010000000.0,26269.89,25906.88,26337.75,25906.88,401270000.0,1704.8,1733.7,1738.9,1690.3,37.29,36.86,38.18,35.88,6,3,2020
2020-06-04,9655.854492,9887.610352,9525.24707,9800.636719,9800.636719,25921805072.0,244.105286,245.92897,236.765305,244.426392,244.426392,10170414304,0.002583,0.002669,0.002571,0.002631,0.002631,194078582,3112.3,3111.6,3128.9,3090.4,9615.81,9649.65,9716.14,9560.41,1290000000.0,26281.82,26226.49,26384.1,26082.31,375550000.0,1727.4,1702.8,1729.0,1698.9,37.41,36.76,37.62,36.38,6,4,2020
2020-06-05,9800.21582,9869.237305,9663.216797,9665.533203,9665.533203,23509628646.0,244.349594,247.329498,240.682053,241.221985,241.221985,9293963914,0.002632,0.002634,0.00258,0.002596,0.002596,188846627,3193.9,3163.8,3211.7,3163.8,9814.08,9703.54,9845.69,9685.35,1440000000.0,27110.98,26836.8,27338.3,26836.8,544410000.0,1683.0,1720.8,1723.2,1671.7,39.55,37.33,39.68,37.05,6,5,2020
2020-06-06,9664.904297,9773.431641,9591.024414,9653.679688,9653.679688,20438419222.0,241.201355,245.981049,239.724533,241.93132,241.93132,8114873845,0.002595,0.002606,0.002566,0.002587,0.002587,175988365,3193.9,3163.8,3211.7,3163.8,9814.08,9703.54,9845.69,9685.35,1440000000.0,27110.98,26836.8,27338.3,26836.8,544410000.0,1683.0,1720.8,1723.2,1671.7,39.55,37.33,39.68,37.05,6,6,2020
2020-06-07,9653.00293,9768.498047,9458.150391,9758.852539,9758.852539,25015250846.0,241.908081,245.435257,236.325256,245.167252,245.167252,9544883157,0.002587,0.002609,0.002558,0.002606,0.002606,188151455,3193.9,3163.8,3211.7,3163.8,9814.08,9703.54,9845.69,9685.35,1440000000.0,27110.98,26836.8,27338.3,26836.8,544410000.0,1683.0,1720.8,1723.2,1671.7,39.55,37.33,39.68,37.05,6,7,2020
2020-06-08,9760.063477,9782.306641,9675.885742,9771.489258,9771.489258,21486346312.0,245.178574,246.644196,241.542191,246.309906,246.309906,8076783299,0.002606,0.002607,0.002561,0.002584,0.002584,187140783,3232.4,3199.9,3233.1,3196.0,9924.75,9823.44,9927.12,9780.61,1340000000.0,27572.44,27232.93,27580.21,27232.48,433340000.0,1705.1,1686.7,1707.6,1680.7,38.19,39.41,40.44,37.96,6,8,2020
2020-06-09,9774.360352,9836.369141,9664.719727,9795.700195,9795.700195,23717842783.0,246.175018,248.342438,242.338547,244.911453,244.911453,8446545788,0.002584,0.002587,0.002517,0.002569,0.002569,175910197,3207.2,3213.3,3222.7,3193.1,9953.75,9867.19,10002.5,9863.27,1120000000.0,27272.3,27447.37,27447.37,27151.06,388250000.0,1721.9,1703.9,1729.4,1697.6,38.94,38.22,39.1,37.07,6,9,2020
2020-06-10,9794.119141,9908.896484,9728.291016,9870.094727,9870.094727,25706567601.0,244.822067,248.651154,242.819748,247.444946,247.444946,8792990206,0.002569,0.002595,0.002553,0.002584,0.002584,182748021,3190.1,3213.4,3223.3,3181.5,10020.35,10012.32,10086.89,9962.58,1110000000.0,26989.99,27251.89,27355.22,26938.05,449990000.0,1720.7,1718.9,1749.4,1714.1,39.6,38.5,39.91,37.73,6,10,2020
